x-count,x-count,x-count,x-count,x-notional,x-notional,x-notional,x-notional,y-count
61,63,71,77,4,5,6,7,77
63,71,77,77,5,6,7,6,86
71,77,77,86,6,7,6,6,88
77,77,86,88,7,6,6,6,88
77,86,88,88,6,6,6,4,93
86,88,88,93,6,6,4,3,78
88,88,93,78,6,4,3,4,87
88,93,78,87,4,3,4,5,84
93,78,87,84,3,4,5,5,67
78,87,84,67,4,5,5,4,67
87,84,67,67,5,5,4,5,62
84,67,67,62,5,4,5,6,54
67,67,62,54,4,5,6,5,55
67,62,54,55,5,6,5,6,44
62,54,55,44,6,5,6,5,42
54,55,44,42,5,6,5,4,38
55,44,42,38,6,5,4,6,30
44,42,38,30,5,4,6,6,28
42,38,30,28,4,6,6,4,25
38,30,28,25,6,6,4,4,15
30,28,25,15,6,4,4,5,12
28,25,15,12,4,4,5,5,9
25,15,12,9,4,5,5,5,12
15,12,9,12,5,5,5,4,9
12,9,12,9,5,5,4,6,5
9,12,9,5,5,4,6,6,4
12,9,5,4,4,6,6,5,1
9,5,4,1,6,6,5,5,0
5,4,1,0,6,5,5,0,1
4,1,0,1,5,5,0,5,0
1,0,1,0,5,0,5,0,0
0,1,0,0,0,5,0,0,0
1,0,0,0,5,0,0,0,1
0,0,0,1,0,0,0,5,0
0,0,1,0,0,0,5,0,0
0,1,0,0,0,5,0,0,0
1,0,0,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3
0,0,0,3,0,0,0,5,0
0,0,3,0,0,0,5,0,0
0,3,0,0,0,5,0,0,0
3,0,0,0,5,0,0,0,1
0,0,0,1,0,0,0,3,0
0,0,1,0,0,0,3,0,0
0,1,0,0,0,3,0,0,0
1,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3
0,0,0,3,0,0,0,4,5
0,0,3,5,0,0,4,3,0
0,3,5,0,0,4,3,0,1
3,5,0,1,4,3,0,5,0
5,0,1,0,3,0,5,0,3
0,1,0,3,0,5,0,6,5
1,0,3,5,5,0,6,7,0
0,3,5,0,0,6,7,0,1
3,5,0,1,6,7,0,2,0
5,0,1,0,7,0,2,0,3
0,1,0,3,0,2,0,4,2
1,0,3,2,2,0,4,5,0
0,3,2,0,0,4,5,0,5
3,2,0,5,4,5,0,4,0
2,0,5,0,5,0,4,0,3
0,5,0,3,0,4,0,4,3
5,0,3,3,4,0,4,4,6
0,3,3,6,0,4,4,4,0
3,3,6,0,4,4,4,0,6
3,6,0,6,4,4,0,5,0
6,0,6,0,4,0,5,0,3
0,6,0,3,0,5,0,5,0
6,0,3,0,5,0,5,0,14
0,3,0,14,0,5,0,5,22
3,0,14,22,5,0,5,6,24
0,14,22,24,0,5,6,8,36
14,22,24,36,5,6,8,7,41
22,24,36,41,6,8,7,4,49
24,36,41,49,8,7,4,5,52
36,41,49,52,7,4,5,6,62
41,49,52,62,4,5,6,6,66
49,52,62,66,5,6,6,4,82
52,62,66,82,6,6,4,7,82
62,66,82,82,6,4,7,8,90
66,82,82,90,4,7,8,4,95
82,82,90,95,7,8,4,3,111
82,90,95,111,8,4,3,2,102
90,95,111,102,4,3,2,5,129
95,111,102,129,3,2,5,6,125
111,102,129,125,2,5,6,7,132
102,129,125,132,5,6,7,6,133
129,125,132,133,6,7,6,6,141
125,132,133,141,7,6,6,6,123
132,133,141,123,6,6,6,5,127
133,141,123,127,6,6,5,5,119
141,123,127,119,6,5,5,6,113
123,127,119,113,5,5,6,6,96
127,119,113,96,5,6,6,4,89
119,113,96,89,6,6,4,8,82
113,96,89,82,6,4,8,4,83
96,89,82,83,4,8,4,6,67
89,82,83,67,8,4,6,6,69
82,83,67,69,4,6,6,6,46
83,67,69,46,6,6,6,6,53
67,69,46,53,6,6,6,6,40
69,46,53,40,6,6,6,6,40
46,53,40,40,6,6,6,6,23
53,40,40,23,6,6,6,3,19
40,40,23,19,6,6,3,4,15
40,23,19,15,6,3,4,3,13
23,19,15,13,3,4,3,4,13
19,15,13,13,4,3,4,4,10
15,13,13,10,3,4,4,4,6
13,13,10,6,4,4,4,3,0
13,10,6,0,4,4,3,0,0
10,6,0,0,4,3,0,0,1
6,0,0,1,3,0,0,3,0
0,0,1,0,0,0,3,0,0
0,1,0,0,0,3,0,0,0
1,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2
0,0,0,2,0,0,0,3,0
0,0,2,0,0,0,3,0,0
0,2,0,0,0,3,0,0,0
2,0,0,0,3,0,0,0,2
0,0,0,2,0,0,0,3,0
0,0,2,0,0,0,3,0,0
0,2,0,0,0,3,0,0,0
2,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3
0,0,0,3,0,0,0,3,4
0,0,3,4,0,0,3,3,1
0,3,4,1,0,3,3,4,1
3,4,1,1,3,3,4,1,0
4,1,1,0,3,4,1,0,3
1,1,0,3,4,1,0,3,1
1,0,3,1,1,0,3,9,1
0,3,1,1,0,3,9,1,5
3,1,1,5,3,9,1,8,0
1,1,5,0,9,1,8,0,2
1,5,0,2,1,8,0,3,2
5,0,2,2,8,0,3,5,4
0,2,2,4,0,3,5,6,1
2,2,4,1,3,5,6,3,5
2,4,1,5,5,6,3,7,0
4,1,5,0,6,3,7,0,2
1,5,0,2,3,7,0,7,0
5,0,2,0,7,0,7,0,9
0,2,0,9,0,7,0,6,21
2,0,9,21,7,0,6,7,18
0,9,21,18,0,6,7,6,28
9,21,18,28,6,7,6,5,33
21,18,28,33,7,6,5,4,39
18,28,33,39,6,5,4,5,39
28,33,39,39,5,4,5,7,55
33,39,39,55,4,5,7,6,49
39,39,55,49,5,7,6,7,68
39,55,49,68,7,6,7,4,62
55,49,68,62,6,7,4,4,76
49,68,62,76,7,4,4,3,75
68,62,76,75,4,4,3,7,87
62,76,75,87,4,3,7,6,84
76,75,87,84,3,7,6,8,101
75,87,84,101,7,6,8,6,98
87,84,101,98,6,8,6,4,108
84,101,98,108,8,6,4,8,109
101,98,108,109,6,4,8,7,103
98,108,109,103,4,8,7,7,103
108,109,103,103,8,7,7,7,101
109,103,103,101,7,7,7,6,99
103,103,101,99,7,7,6,5,88
103,101,99,88,7,6,5,4,80
101,99,88,80,6,5,4,2,73
99,88,80,73,5,4,2,5,67
88,80,73,67,4,2,5,3,59
80,73,67,59,2,5,3,4,55
73,67,59,55,5,3,4,4,57
67,59,55,57,3,4,4,5,36
59,55,57,36,4,4,5,7,45
55,57,36,45,4,5,7,9,32
57,36,45,32,5,7,9,7,28
36,45,32,28,7,9,7,6,18
45,32,28,18,9,7,6,6,17
32,28,18,17,7,6,6,4,14
28,18,17,14,6,6,4,2,11
18,17,14,11,6,4,2,2,11
17,14,11,11,4,2,2,2,5
14,11,11,5,2,2,2,2,4
11,11,5,4,2,2,2,2,0
11,5,4,0,2,2,2,0,1
5,4,0,1,2,2,0,2,0
4,0,1,0,2,0,2,0,0
0,1,0,0,0,2,0,0,0
1,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2
0,0,0,2,0,0,0,2,0
0,0,2,0,0,0,2,0,0
0,2,0,0,0,2,0,0,0
2,0,0,0,2,0,0,0,2
0,0,0,2,0,0,0,2,0
0,0,2,0,0,0,2,0,0
0,2,0,0,0,2,0,0,0
2,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,2
0,0,0,2,0,0,0,2,0
0,0,2,0,0,0,2,0,0
0,2,0,0,0,2,0,0,0
2,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2
0,0,0,2,0,0,0,2,6
0,0,2,6,0,0,2,2,0
0,2,6,0,0,2,2,0,1
2,6,0,1,2,2,0,2,3
6,0,1,3,2,0,2,2,5
0,1,3,5,0,2,2,2,0
1,3,5,0,2,2,2,0,0
3,5,0,0,2,2,0,0,1
5,0,0,1,2,0,0,2,2
0,0,1,2,0,0,2,2,1
0,1,2,1,0,2,2,2,0
1,2,1,0,2,2,2,0,3
2,1,0,3,2,2,0,2,1
1,0,3,1,2,0,2,2,1
0,3,1,1,0,2,2,2,1
3,1,1,1,2,2,2,2,4
1,1,1,4,2,2,2,2,0
1,1,4,0,2,2,2,0,4
1,4,0,4,2,2,0,2,0
4,0,4,0,2,0,2,0,1
0,4,0,1,0,2,0,2,0
4,0,1,0,2,0,2,0,7
0,1,0,7,0,2,0,2,11
1,0,7,11,2,0,2,2,15
0,7,11,15,0,2,2,2,22
7,11,15,22,2,2,2,8,20
11,15,22,20,2,2,8,6,30
15,22,20,30,2,8,6,9,28
22,20,30,28,8,6,9,7,34
20,30,28,34,6,9,7,6,37
30,28,34,37,9,7,6,4,49
28,34,37,49,7,6,4,6,46
34,37,49,46,6,4,6,5,45
37,49,46,45,4,6,5,8,62
49,46,45,62,6,5,8,7,60
46,45,62,60,5,8,7,7,58
45,62,60,58,8,7,7,7,71
62,60,58,71,7,7,7,6,66
60,58,71,66,7,7,6,4,76
58,71,66,76,7,6,4,5,78
71,66,76,78,6,4,5,3,73
66,76,78,73,4,5,3,3,74
76,78,73,74,5,3,3,3,63
78,73,74,63,3,3,3,2,73
73,74,63,73,3,3,2,5,62
74,63,73,62,3,2,5,6,58
63,73,62,58,2,5,6,7,50
73,62,58,50,5,6,7,3,43
62,58,50,43,6,7,3,4,49
58,50,43,49,7,3,4,3,39
50,43,49,39,3,4,3,3,32
43,49,39,32,4,3,3,3,33
49,39,32,33,3,3,3,4,27
39,32,33,27,3,3,4,4,24
32,33,27,24,3,4,4,4,8
33,27,24,8,4,4,4,3,8
27,24,8,8,4,4,3,3,4
24,8,8,4,4,3,3,9,2
8,8,4,2,3,3,9,4,0
8,4,2,0,3,9,4,0,1
4,2,0,1,9,4,0,4,0
2,0,1,0,4,0,4,0,0
0,1,0,0,0,4,0,0,0
1,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2
0,0,0,2,0,0,0,4,0
0,0,2,0,0,0,4,0,0
0,2,0,0,0,4,0,0,0
2,0,0,0,4,0,0,0,2
0,0,0,2,0,0,0,4,0
0,0,2,0,0,0,4,0,0
0,2,0,0,0,4,0,0,0
2,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,2
0,0,0,2,0,0,0,4,0
0,0,2,0,0,0,4,0,0
0,2,0,0,0,4,0,0,0
2,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,3,1
0,0,1,1,0,0,3,4,3
0,1,1,3,0,3,4,4,0
1,1,3,0,3,4,4,0,0
1,3,0,0,4,4,0,0,0
3,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4
0,0,0,4,0,0,0,7,0
0,0,4,0,0,0,7,0,0
0,4,0,0,0,7,0,0,0
4,0,0,0,7,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,3,1
0,0,1,1,0,0,3,3,0
0,1,1,0,0,3,3,0,1
1,1,0,1,3,3,0,3,0
1,0,1,0,3,0,3,0,1
0,1,0,1,0,3,0,5,1
1,0,1,1,3,0,5,5,0
0,1,1,0,0,5,5,0,3
1,1,0,3,5,5,0,5,1
1,0,3,1,5,0,5,5,4
0,3,1,4,0,5,5,5,0
3,1,4,0,5,5,5,0,1
1,4,0,1,5,5,0,5,0
4,0,1,0,5,0,5,0,8
0,1,0,8,0,5,0,5,12
1,0,8,12,5,0,5,5,13
0,8,12,13,0,5,5,5,20
8,12,13,20,5,5,5,5,21
12,13,20,21,5,5,5,5,30
13,20,21,30,5,5,5,8,26
20,21,30,26,5,5,8,6,37
21,30,26,37,5,8,6,6,36
30,26,37,36,8,6,6,6,49
26,37,36,49,6,6,6,7,43
37,36,49,43,6,6,7,4,53
36,49,43,53,6,7,4,6,51
49,43,53,51,7,4,6,6,65
43,53,51,65,4,6,6,9,62
53,51,65,62,6,6,9,8,63
51,65,62,63,6,9,8,7,72
65,62,63,72,9,8,7,6,81
62,63,72,81,8,7,6,5,73
63,72,81,73,7,6,5,7,77
72,81,73,77,6,5,7,8,69
81,73,77,69,5,7,8,4,73
73,77,69,73,7,8,4,6,66
77,69,73,66,8,4,6,5,60
69,73,66,60,4,6,5,4,56
73,66,60,56,6,5,4,4,52
66,60,56,52,5,4,4,2,44
60,56,52,44,4,4,2,4,44
56,52,44,44,4,2,4,5,41
52,44,44,41,2,4,5,7,37
44,44,41,37,4,5,7,6,30
44,41,37,30,5,7,6,6,29
41,37,30,29,7,6,6,7,20
37,30,29,20,6,6,7,6,9
30,29,20,9,6,7,6,6,9
29,20,9,9,7,6,6,6,4
20,9,9,4,6,6,6,7,2
9,9,4,2,6,6,7,4,0
9,4,2,0,6,7,4,0,1
4,2,0,1,7,4,0,4,0
2,0,1,0,4,0,4,0,2
0,1,0,2,0,4,0,4,0
1,0,2,0,4,0,4,0,1
0,2,0,1,0,4,0,3,0
2,0,1,0,4,0,3,0,0
0,1,0,0,0,3,0,0,0
1,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,6,1
0,0,1,1,0,0,6,6,0
0,1,1,0,0,6,6,0,0
1,1,0,0,6,6,0,0,1
1,0,0,1,6,0,0,6,1
0,0,1,1,0,0,6,7,0
0,1,1,0,0,6,7,0,0
1,1,0,0,6,7,0,0,0
1,0,0,0,7,0,0,0,2
0,0,0,2,0,0,0,5,0
0,0,2,0,0,0,5,0,0
0,2,0,0,0,5,0,0,0
2,0,0,0,5,0,0,0,2
0,0,0,2,0,0,0,4,0
0,0,2,0,0,0,4,0,0
0,2,0,0,0,4,0,0,0
2,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,3,1
0,0,1,1,0,0,3,6,0
0,1,1,0,0,3,6,0,0
1,1,0,0,3,6,0,0,0
1,0,0,0,6,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,6,0
0,0,1,0,0,0,6,0,0
0,1,0,0,0,6,0,0,0
1,0,0,0,6,0,0,0,1
0,0,0,1,0,0,0,6,1
0,0,1,1,0,0,6,6,0
0,1,1,0,0,6,6,0,1
1,1,0,1,6,6,0,6,0
1,0,1,0,6,0,6,0,0
0,1,0,0,0,6,0,0,2
1,0,0,2,6,0,0,6,0
0,0,2,0,0,0,6,0,5
0,2,0,5,0,6,0,6,0
2,0,5,0,6,0,6,0,4
0,5,0,4,0,6,0,6,6
5,0,4,6,6,0,6,6,0
0,4,6,0,0,6,6,0,3
4,6,0,3,6,6,0,6,2
6,0,3,2,6,0,6,3,1
0,3,2,1,0,6,3,4,0
3,2,1,0,6,3,4,0,8
2,1,0,8,3,4,0,2,16
1,0,8,16,4,0,2,4,17
0,8,16,17,0,2,4,4,25
8,16,17,25,2,4,4,4,24
16,17,25,24,4,4,4,4,36
17,25,24,36,4,4,4,4,35
25,24,36,35,4,4,4,4,40
24,36,35,40,4,4,4,6,44
36,35,40,44,4,4,6,4,60
35,40,44,60,4,6,4,4,56
40,44,60,56,6,4,4,3,60
44,60,56,60,4,4,3,3,62
60,56,60,62,4,3,3,4,74
56,60,62,74,3,3,4,6,67
60,62,74,67,3,4,6,6,87
62,74,67,87,4,6,6,5,82
74,67,87,82,6,6,5,5,91
67,87,82,91,6,5,5,4,87
87,82,91,87,5,5,4,4,95
82,91,87,95,5,4,4,4,85
91,87,95,85,4,4,4,5,82
87,95,85,82,4,4,5,4,83
95,85,82,83,4,5,4,4,75
85,82,83,75,5,4,4,7,62
82,83,75,62,4,4,7,5,68
83,75,62,68,4,7,5,5,52
75,62,68,52,7,5,5,4,60
62,68,52,60,5,5,4,4,44
68,52,60,44,5,4,4,4,42
52,60,44,42,4,4,4,5,38
60,44,42,38,4,4,5,4,34
44,42,38,34,4,5,4,5,27
42,38,34,27,5,4,5,6,9
38,34,27,9,4,5,6,7,10
34,27,9,10,5,6,7,6,6
27,9,10,6,6,7,6,7,0
9,10,6,0,7,6,7,0,1
10,6,0,1,6,7,0,7,1
6,0,1,1,7,0,7,7,1
0,1,1,1,0,7,7,2,0
1,1,1,0,7,7,2,0,0
1,1,0,0,7,2,0,0,1
1,0,0,1,2,0,0,2,1
0,0,1,1,0,0,2,4,0
0,1,1,0,0,2,4,0,0
1,1,0,0,2,4,0,0,0
1,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3
0,0,0,3,0,0,0,6,0
0,0,3,0,0,0,6,0,0
0,3,0,0,0,6,0,0,0
3,0,0,0,6,0,0,0,2
0,0,0,2,0,0,0,4,0
0,0,2,0,0,0,4,0,0
0,2,0,0,0,4,0,0,0
2,0,0,0,4,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,7,0
0,0,1,0,0,0,7,0,0
0,1,0,0,0,7,0,0,0
1,0,0,0,7,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3
0,0,0,3,0,0,0,7,1
0,0,3,1,0,0,7,4,0
0,3,1,0,0,7,4,0,1
3,1,0,1,7,4,0,4,0
1,0,1,0,4,0,4,0,1
0,1,0,1,0,4,0,4,6
1,0,1,6,4,0,4,4,7
0,1,6,7,0,4,4,5,6
1,6,7,6,4,4,5,6,7
6,7,6,7,4,5,6,6,7
7,6,7,7,5,6,6,4,8
6,7,7,8,6,6,4,3,9
7,7,8,9,6,4,3,4,11
7,8,9,11,4,3,4,7,19
8,9,11,19,3,4,7,3,19
9,11,19,19,4,7,3,3,27
11,19,19,27,7,3,3,4,33
19,19,27,33,3,3,4,4,40
19,27,33,40,3,4,4,4,43
27,33,40,43,4,4,4,5,48
33,40,43,48,4,4,5,5,60
40,43,48,60,4,5,5,5,66
43,48,60,66,5,5,5,4,65
48,60,66,65,5,5,4,8,72
60,66,65,72,5,4,8,3,77
66,65,72,77,4,8,3,4,82
65,72,77,82,8,3,4,6,93
72,77,82,93,3,4,6,4,99
77,82,93,99,4,6,4,4,95
82,93,99,95,6,4,4,6,114
93,99,95,114,4,4,6,5,107
99,95,114,107,4,6,5,4,110
95,114,107,110,6,5,4,4,103
114,107,110,103,5,4,4,6,99
107,110,103,99,4,4,6,6,100
