x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,x-notional,y-count
35,36,38,41,44,47,51,48,52,45,45,47,39,37,33,27,7,5,5,5,4,7,7,6,6,5,6,4,3,1,1,1,33
36,38,41,44,47,51,48,52,45,45,47,39,37,33,27,33,5,5,5,4,7,7,6,6,5,6,4,3,1,1,1,1,26
38,41,44,47,51,48,52,45,45,47,39,37,33,27,33,26,5,5,4,7,7,6,6,5,6,4,3,1,1,1,1,1,21
41,44,47,51,48,52,45,45,47,39,37,33,27,33,26,21,5,4,7,7,6,6,5,6,4,3,1,1,1,1,1,1,22
44,47,51,48,52,45,45,47,39,37,33,27,33,26,21,22,4,7,7,6,6,5,6,4,3,1,1,1,1,1,1,1,16
47,51,48,52,45,45,47,39,37,33,27,33,26,21,22,16,7,7,6,6,5,6,4,3,1,1,1,1,1,1,1,4,16
51,48,52,45,45,47,39,37,33,27,33,26,21,22,16,16,7,6,6,5,6,4,3,1,1,1,1,1,1,1,4,4,14
48,52,45,45,47,39,37,33,27,33,26,21,22,16,16,14,6,6,5,6,4,3,1,1,1,1,1,1,1,4,4,2,10
52,45,45,47,39,37,33,27,33,26,21,22,16,16,14,10,6,5,6,4,3,1,1,1,1,1,1,1,4,4,2,1,5
45,45,47,39,37,33,27,33,26,21,22,16,16,14,10,5,5,6,4,3,1,1,1,1,1,1,1,4,4,2,1,1,7
45,47,39,37,33,27,33,26,21,22,16,16,14,10,5,7,6,4,3,1,1,1,1,1,1,1,4,4,2,1,1,1,6
47,39,37,33,27,33,26,21,22,16,16,14,10,5,7,6,4,3,1,1,1,1,1,1,1,4,4,2,1,1,1,1,5
39,37,33,27,33,26,21,22,16,16,14,10,5,7,6,5,3,1,1,1,1,1,1,1,4,4,2,1,1,1,1,1,3
37,33,27,33,26,21,22,16,16,14,10,5,7,6,5,3,1,1,1,1,1,1,1,4,4,2,1,1,1,1,1,1,2
33,27,33,26,21,22,16,16,14,10,5,7,6,5,3,2,1,1,1,1,1,1,4,4,2,1,1,1,1,1,1,1,1
27,33,26,21,22,16,16,14,10,5,7,6,5,3,2,1,1,1,1,1,1,4,4,2,1,1,1,1,1,1,1,1,0
33,26,21,22,16,16,14,10,5,7,6,5,3,2,1,0,1,1,1,1,4,4,2,1,1,1,1,1,1,1,1,0,1
26,21,22,16,16,14,10,5,7,6,5,3,2,1,0,1,1,1,1,4,4,2,1,1,1,1,1,1,1,1,0,8,0
21,22,16,16,14,10,5,7,6,5,3,2,1,0,1,0,1,1,4,4,2,1,1,1,1,1,1,1,1,0,8,0,0
22,16,16,14,10,5,7,6,5,3,2,1,0,1,0,0,1,4,4,2,1,1,1,1,1,1,1,1,0,8,0,0,0
16,16,14,10,5,7,6,5,3,2,1,0,1,0,0,0,4,4,2,1,1,1,1,1,1,1,1,0,8,0,0,0,1
16,14,10,5,7,6,5,3,2,1,0,1,0,0,0,1,4,2,1,1,1,1,1,1,1,1,0,8,0,0,0,9,0
14,10,5,7,6,5,3,2,1,0,1,0,0,0,1,0,2,1,1,1,1,1,1,1,1,0,8,0,0,0,9,0,0
10,5,7,6,5,3,2,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,8,0,0,0,9,0,0,0
5,7,6,5,3,2,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,8,0,0,0,9,0,0,0,0
7,6,5,3,2,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,8,0,0,0,9,0,0,0,0,0
6,5,3,2,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,8,0,0,0,9,0,0,0,0,0,0
5,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,8,0,0,0,9,0,0,0,0,0,0,0
3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,8,0,0,0,9,0,0,0,0,0,0,0,0
2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2
0,0,0,0,0,0,0,0,0,0,3,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
0,0,0,0,0,0,0,0,0,3,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1
0,0,0,0,0,0,0,0,3,4,1,1,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,3
0,0,0,0,0,0,0,3,4,1,1,0,2,0,1,3,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0
0,0,0,0,0,0,3,4,1,1,0,2,0,1,3,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1
0,0,0,0,0,3,4,1,1,0,2,0,1,3,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,3
0,0,0,0,3,4,1,1,0,2,0,1,3,0,1,3,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,4
0,0,0,3,4,1,1,0,2,0,1,3,0,1,3,4,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0
0,0,3,4,1,1,0,2,0,1,3,0,1,3,4,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,3
0,3,4,1,1,0,2,0,1,3,0,1,3,4,0,3,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1
3,4,1,1,0,2,0,1,3,0,1,3,4,0,3,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,2
4,1,1,0,2,0,1,3,0,1,3,4,0,3,1,2,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0
1,1,0,2,0,1,3,0,1,3,4,0,3,1,2,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,7
1,0,2,0,1,3,0,1,3,4,0,3,1,2,0,7,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,18
0,2,0,1,3,0,1,3,4,0,3,1,2,0,7,18,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,16
2,0,1,3,0,1,3,4,0,3,1,2,0,7,18,16,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,23
0,1,3,0,1,3,4,0,3,1,2,0,7,18,16,23,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,25
1,3,0,1,3,4,0,3,1,2,0,7,18,16,23,25,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,34
3,0,1,3,4,0,3,1,2,0,7,18,16,23,25,34,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,4,33
0,1,3,4,0,3,1,2,0,7,18,16,23,25,34,33,0,1,1,1,0,1,1,1,0,1,1,1,1,1,4,8,42
1,3,4,0,3,1,2,0,7,18,16,23,25,34,33,42,1,1,1,0,1,1,1,0,1,1,1,1,1,4,8,5,47
3,4,0,3,1,2,0,7,18,16,23,25,34,33,42,47,1,1,0,1,1,1,0,1,1,1,1,1,4,8,5,6,54
4,0,3,1,2,0,7,18,16,23,25,34,33,42,47,54,1,0,1,1,1,0,1,1,1,1,1,4,8,5,6,6,53
0,3,1,2,0,7,18,16,23,25,34,33,42,47,54,53,0,1,1,1,0,1,1,1,1,1,4,8,5,6,6,6,61
3,1,2,0,7,18,16,23,25,34,33,42,47,54,53,61,1,1,1,0,1,1,1,1,1,4,8,5,6,6,6,4,63
1,2,0,7,18,16,23,25,34,33,42,47,54,53,61,63,1,1,0,1,1,1,1,1,4,8,5,6,6,6,4,5,71
2,0,7,18,16,23,25,34,33,42,47,54,53,61,63,71,1,0,1,1,1,1,1,4,8,5,6,6,6,4,5,6,77
0,7,18,16,23,25,34,33,42,47,54,53,61,63,71,77,0,1,1,1,1,1,4,8,5,6,6,6,4,5,6,7,77
7,18,16,23,25,34,33,42,47,54,53,61,63,71,77,77,1,1,1,1,1,4,8,5,6,6,6,4,5,6,7,6,86
18,16,23,25,34,33,42,47,54,53,61,63,71,77,77,86,1,1,1,1,4,8,5,6,6,6,4,5,6,7,6,6,88
16,23,25,34,33,42,47,54,53,61,63,71,77,77,86,88,1,1,1,4,8,5,6,6,6,4,5,6,7,6,6,6,88
23,25,34,33,42,47,54,53,61,63,71,77,77,86,88,88,1,1,4,8,5,6,6,6,4,5,6,7,6,6,6,4,93
25,34,33,42,47,54,53,61,63,71,77,77,86,88,88,93,1,4,8,5,6,6,6,4,5,6,7,6,6,6,4,3,78
34,33,42,47,54,53,61,63,71,77,77,86,88,88,93,78,4,8,5,6,6,6,4,5,6,7,6,6,6,4,3,4,87
33,42,47,54,53,61,63,71,77,77,86,88,88,93,78,87,8,5,6,6,6,4,5,6,7,6,6,6,4,3,4,5,84
42,47,54,53,61,63,71,77,77,86,88,88,93,78,87,84,5,6,6,6,4,5,6,7,6,6,6,4,3,4,5,5,67
47,54,53,61,63,71,77,77,86,88,88,93,78,87,84,67,6,6,6,4,5,6,7,6,6,6,4,3,4,5,5,4,67
54,53,61,63,71,77,77,86,88,88,93,78,87,84,67,67,6,6,4,5,6,7,6,6,6,4,3,4,5,5,4,5,62
53,61,63,71,77,77,86,88,88,93,78,87,84,67,67,62,6,4,5,6,7,6,6,6,4,3,4,5,5,4,5,6,54
61,63,71,77,77,86,88,88,93,78,87,84,67,67,62,54,4,5,6,7,6,6,6,4,3,4,5,5,4,5,6,5,55
63,71,77,77,86,88,88,93,78,87,84,67,67,62,54,55,5,6,7,6,6,6,4,3,4,5,5,4,5,6,5,6,44
71,77,77,86,88,88,93,78,87,84,67,67,62,54,55,44,6,7,6,6,6,4,3,4,5,5,4,5,6,5,6,5,42
77,77,86,88,88,93,78,87,84,67,67,62,54,55,44,42,7,6,6,6,4,3,4,5,5,4,5,6,5,6,5,4,38
77,86,88,88,93,78,87,84,67,67,62,54,55,44,42,38,6,6,6,4,3,4,5,5,4,5,6,5,6,5,4,6,30
86,88,88,93,78,87,84,67,67,62,54,55,44,42,38,30,6,6,4,3,4,5,5,4,5,6,5,6,5,4,6,6,28
88,88,93,78,87,84,67,67,62,54,55,44,42,38,30,28,6,4,3,4,5,5,4,5,6,5,6,5,4,6,6,4,25
88,93,78,87,84,67,67,62,54,55,44,42,38,30,28,25,4,3,4,5,5,4,5,6,5,6,5,4,6,6,4,4,15
93,78,87,84,67,67,62,54,55,44,42,38,30,28,25,15,3,4,5,5,4,5,6,5,6,5,4,6,6,4,4,5,12
78,87,84,67,67,62,54,55,44,42,38,30,28,25,15,12,4,5,5,4,5,6,5,6,5,4,6,6,4,4,5,5,9
87,84,67,67,62,54,55,44,42,38,30,28,25,15,12,9,5,5,4,5,6,5,6,5,4,6,6,4,4,5,5,5,12
84,67,67,62,54,55,44,42,38,30,28,25,15,12,9,12,5,4,5,6,5,6,5,4,6,6,4,4,5,5,5,4,9
67,67,62,54,55,44,42,38,30,28,25,15,12,9,12,9,4,5,6,5,6,5,4,6,6,4,4,5,5,5,4,6,5
67,62,54,55,44,42,38,30,28,25,15,12,9,12,9,5,5,6,5,6,5,4,6,6,4,4,5,5,5,4,6,6,4
62,54,55,44,42,38,30,28,25,15,12,9,12,9,5,4,6,5,6,5,4,6,6,4,4,5,5,5,4,6,6,5,1
54,55,44,42,38,30,28,25,15,12,9,12,9,5,4,1,5,6,5,4,6,6,4,4,5,5,5,4,6,6,5,5,0
55,44,42,38,30,28,25,15,12,9,12,9,5,4,1,0,6,5,4,6,6,4,4,5,5,5,4,6,6,5,5,0,1
44,42,38,30,28,25,15,12,9,12,9,5,4,1,0,1,5,4,6,6,4,4,5,5,5,4,6,6,5,5,0,5,0
42,38,30,28,25,15,12,9,12,9,5,4,1,0,1,0,4,6,6,4,4,5,5,5,4,6,6,5,5,0,5,0,0
38,30,28,25,15,12,9,12,9,5,4,1,0,1,0,0,6,6,4,4,5,5,5,4,6,6,5,5,0,5,0,0,0
30,28,25,15,12,9,12,9,5,4,1,0,1,0,0,0,6,4,4,5,5,5,4,6,6,5,5,0,5,0,0,0,1
28,25,15,12,9,12,9,5,4,1,0,1,0,0,0,1,4,4,5,5,5,4,6,6,5,5,0,5,0,0,0,5,0
25,15,12,9,12,9,5,4,1,0,1,0,0,0,1,0,4,5,5,5,4,6,6,5,5,0,5,0,0,0,5,0,0
15,12,9,12,9,5,4,1,0,1,0,0,0,1,0,0,5,5,5,4,6,6,5,5,0,5,0,0,0,5,0,0,0
12,9,12,9,5,4,1,0,1,0,0,0,1,0,0,0,5,5,4,6,6,5,5,0,5,0,0,0,5,0,0,0,0
9,12,9,5,4,1,0,1,0,0,0,1,0,0,0,0,5,4,6,6,5,5,0,5,0,0,0,5,0,0,0,0,0
12,9,5,4,1,0,1,0,0,0,1,0,0,0,0,0,4,6,6,5,5,0,5,0,0,0,5,0,0,0,0,0,0
9,5,4,1,0,1,0,0,0,1,0,0,0,0,0,0,6,6,5,5,0,5,0,0,0,5,0,0,0,0,0,0,0
5,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,6,5,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0
4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0
0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0
0,0,0,0,0,0,0,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,3
0,0,0,0,0,0,0,0,0,0,3,5,0,1,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,6,5
0,0,0,0,0,0,0,0,0,3,5,0,1,0,3,5,0,0,0,0,0,0,0,0,0,4,3,0,5,0,6,7,0
0,0,0,0,0,0,0,0,3,5,0,1,0,3,5,0,0,0,0,0,0,0,0,0,4,3,0,5,0,6,7,0,1
0,0,0,0,0,0,0,3,5,0,1,0,3,5,0,1,0,0,0,0,0,0,0,4,3,0,5,0,6,7,0,2,0
0,0,0,0,0,0,3,5,0,1,0,3,5,0,1,0,0,0,0,0,0,0,4,3,0,5,0,6,7,0,2,0,3
0,0,0,0,0,3,5,0,1,0,3,5,0,1,0,3,0,0,0,0,0,4,3,0,5,0,6,7,0,2,0,4,2
0,0,0,0,3,5,0,1,0,3,5,0,1,0,3,2,0,0,0,0,4,3,0,5,0,6,7,0,2,0,4,5,0
0,0,0,3,5,0,1,0,3,5,0,1,0,3,2,0,0,0,0,4,3,0,5,0,6,7,0,2,0,4,5,0,5
0,0,3,5,0,1,0,3,5,0,1,0,3,2,0,5,0,0,4,3,0,5,0,6,7,0,2,0,4,5,0,4,0
0,3,5,0,1,0,3,5,0,1,0,3,2,0,5,0,0,4,3,0,5,0,6,7,0,2,0,4,5,0,4,0,3
3,5,0,1,0,3,5,0,1,0,3,2,0,5,0,3,4,3,0,5,0,6,7,0,2,0,4,5,0,4,0,4,3
5,0,1,0,3,5,0,1,0,3,2,0,5,0,3,3,3,0,5,0,6,7,0,2,0,4,5,0,4,0,4,4,6
0,1,0,3,5,0,1,0,3,2,0,5,0,3,3,6,0,5,0,6,7,0,2,0,4,5,0,4,0,4,4,4,0
1,0,3,5,0,1,0,3,2,0,5,0,3,3,6,0,5,0,6,7,0,2,0,4,5,0,4,0,4,4,4,0,6
0,3,5,0,1,0,3,2,0,5,0,3,3,6,0,6,0,6,7,0,2,0,4,5,0,4,0,4,4,4,0,5,0
3,5,0,1,0,3,2,0,5,0,3,3,6,0,6,0,6,7,0,2,0,4,5,0,4,0,4,4,4,0,5,0,3
5,0,1,0,3,2,0,5,0,3,3,6,0,6,0,3,7,0,2,0,4,5,0,4,0,4,4,4,0,5,0,5,0
0,1,0,3,2,0,5,0,3,3,6,0,6,0,3,0,0,2,0,4,5,0,4,0,4,4,4,0,5,0,5,0,14
1,0,3,2,0,5,0,3,3,6,0,6,0,3,0,14,2,0,4,5,0,4,0,4,4,4,0,5,0,5,0,5,22
0,3,2,0,5,0,3,3,6,0,6,0,3,0,14,22,0,4,5,0,4,0,4,4,4,0,5,0,5,0,5,6,24
3,2,0,5,0,3,3,6,0,6,0,3,0,14,22,24,4,5,0,4,0,4,4,4,0,5,0,5,0,5,6,8,36
2,0,5,0,3,3,6,0,6,0,3,0,14,22,24,36,5,0,4,0,4,4,4,0,5,0,5,0,5,6,8,7,41
0,5,0,3,3,6,0,6,0,3,0,14,22,24,36,41,0,4,0,4,4,4,0,5,0,5,0,5,6,8,7,4,49
5,0,3,3,6,0,6,0,3,0,14,22,24,36,41,49,4,0,4,4,4,0,5,0,5,0,5,6,8,7,4,5,52
0,3,3,6,0,6,0,3,0,14,22,24,36,41,49,52,0,4,4,4,0,5,0,5,0,5,6,8,7,4,5,6,62
3,3,6,0,6,0,3,0,14,22,24,36,41,49,52,62,4,4,4,0,5,0,5,0,5,6,8,7,4,5,6,6,66
3,6,0,6,0,3,0,14,22,24,36,41,49,52,62,66,4,4,0,5,0,5,0,5,6,8,7,4,5,6,6,4,82
6,0,6,0,3,0,14,22,24,36,41,49,52,62,66,82,4,0,5,0,5,0,5,6,8,7,4,5,6,6,4,7,82
0,6,0,3,0,14,22,24,36,41,49,52,62,66,82,82,0,5,0,5,0,5,6,8,7,4,5,6,6,4,7,8,90
6,0,3,0,14,22,24,36,41,49,52,62,66,82,82,90,5,0,5,0,5,6,8,7,4,5,6,6,4,7,8,4,95
0,3,0,14,22,24,36,41,49,52,62,66,82,82,90,95,0,5,0,5,6,8,7,4,5,6,6,4,7,8,4,3,111
3,0,14,22,24,36,41,49,52,62,66,82,82,90,95,111,5,0,5,6,8,7,4,5,6,6,4,7,8,4,3,2,102
0,14,22,24,36,41,49,52,62,66,82,82,90,95,111,102,0,5,6,8,7,4,5,6,6,4,7,8,4,3,2,5,129
14,22,24,36,41,49,52,62,66,82,82,90,95,111,102,129,5,6,8,7,4,5,6,6,4,7,8,4,3,2,5,6,125
22,24,36,41,49,52,62,66,82,82,90,95,111,102,129,125,6,8,7,4,5,6,6,4,7,8,4,3,2,5,6,7,132
24,36,41,49,52,62,66,82,82,90,95,111,102,129,125,132,8,7,4,5,6,6,4,7,8,4,3,2,5,6,7,6,133
36,41,49,52,62,66,82,82,90,95,111,102,129,125,132,133,7,4,5,6,6,4,7,8,4,3,2,5,6,7,6,6,141
41,49,52,62,66,82,82,90,95,111,102,129,125,132,133,141,4,5,6,6,4,7,8,4,3,2,5,6,7,6,6,6,123
49,52,62,66,82,82,90,95,111,102,129,125,132,133,141,123,5,6,6,4,7,8,4,3,2,5,6,7,6,6,6,5,127
52,62,66,82,82,90,95,111,102,129,125,132,133,141,123,127,6,6,4,7,8,4,3,2,5,6,7,6,6,6,5,5,119
62,66,82,82,90,95,111,102,129,125,132,133,141,123,127,119,6,4,7,8,4,3,2,5,6,7,6,6,6,5,5,6,113
66,82,82,90,95,111,102,129,125,132,133,141,123,127,119,113,4,7,8,4,3,2,5,6,7,6,6,6,5,5,6,6,96
82,82,90,95,111,102,129,125,132,133,141,123,127,119,113,96,7,8,4,3,2,5,6,7,6,6,6,5,5,6,6,4,89
82,90,95,111,102,129,125,132,133,141,123,127,119,113,96,89,8,4,3,2,5,6,7,6,6,6,5,5,6,6,4,8,82
90,95,111,102,129,125,132,133,141,123,127,119,113,96,89,82,4,3,2,5,6,7,6,6,6,5,5,6,6,4,8,4,83
95,111,102,129,125,132,133,141,123,127,119,113,96,89,82,83,3,2,5,6,7,6,6,6,5,5,6,6,4,8,4,6,67
111,102,129,125,132,133,141,123,127,119,113,96,89,82,83,67,2,5,6,7,6,6,6,5,5,6,6,4,8,4,6,6,69
102,129,125,132,133,141,123,127,119,113,96,89,82,83,67,69,5,6,7,6,6,6,5,5,6,6,4,8,4,6,6,6,46
129,125,132,133,141,123,127,119,113,96,89,82,83,67,69,46,6,7,6,6,6,5,5,6,6,4,8,4,6,6,6,6,53
125,132,133,141,123,127,119,113,96,89,82,83,67,69,46,53,7,6,6,6,5,5,6,6,4,8,4,6,6,6,6,6,40
132,133,141,123,127,119,113,96,89,82,83,67,69,46,53,40,6,6,6,5,5,6,6,4,8,4,6,6,6,6,6,6,40
133,141,123,127,119,113,96,89,82,83,67,69,46,53,40,40,6,6,5,5,6,6,4,8,4,6,6,6,6,6,6,6,23
141,123,127,119,113,96,89,82,83,67,69,46,53,40,40,23,6,5,5,6,6,4,8,4,6,6,6,6,6,6,6,3,19
123,127,119,113,96,89,82,83,67,69,46,53,40,40,23,19,5,5,6,6,4,8,4,6,6,6,6,6,6,6,3,4,15
127,119,113,96,89,82,83,67,69,46,53,40,40,23,19,15,5,6,6,4,8,4,6,6,6,6,6,6,6,3,4,3,13
119,113,96,89,82,83,67,69,46,53,40,40,23,19,15,13,6,6,4,8,4,6,6,6,6,6,6,6,3,4,3,4,13
113,96,89,82,83,67,69,46,53,40,40,23,19,15,13,13,6,4,8,4,6,6,6,6,6,6,6,3,4,3,4,4,10
96,89,82,83,67,69,46,53,40,40,23,19,15,13,13,10,4,8,4,6,6,6,6,6,6,6,3,4,3,4,4,4,6
89,82,83,67,69,46,53,40,40,23,19,15,13,13,10,6,8,4,6,6,6,6,6,6,6,3,4,3,4,4,4,3,0
82,83,67,69,46,53,40,40,23,19,15,13,13,10,6,0,4,6,6,6,6,6,6,6,3,4,3,4,4,4,3,0,0
