x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,x-count,y-count
75,84,83,87,86,80,78,79,72,64,56,52,53,39,43,38,29
84,83,87,86,80,78,79,72,64,56,52,53,39,43,38,29,27
83,87,86,80,78,79,72,64,56,52,53,39,43,38,29,27,26
87,86,80,78,79,72,64,56,52,53,39,43,38,29,27,26,14
86,80,78,79,72,64,56,52,53,39,43,38,29,27,26,14,17
80,78,79,72,64,56,52,53,39,43,38,29,27,26,14,17,10
78,79,72,64,56,52,53,39,43,38,29,27,26,14,17,10,8
79,72,64,56,52,53,39,43,38,29,27,26,14,17,10,8,6
72,64,56,52,53,39,43,38,29,27,26,14,17,10,8,6,9
64,56,52,53,39,43,38,29,27,26,14,17,10,8,6,9,2
56,52,53,39,43,38,29,27,26,14,17,10,8,6,9,2,4
52,53,39,43,38,29,27,26,14,17,10,8,6,9,2,4,3
53,39,43,38,29,27,26,14,17,10,8,6,9,2,4,3,4
39,43,38,29,27,26,14,17,10,8,6,9,2,4,3,4,1
43,38,29,27,26,14,17,10,8,6,9,2,4,3,4,1,3
38,29,27,26,14,17,10,8,6,9,2,4,3,4,1,3,0
29,27,26,14,17,10,8,6,9,2,4,3,4,1,3,0,1
27,26,14,17,10,8,6,9,2,4,3,4,1,3,0,1,0
26,14,17,10,8,6,9,2,4,3,4,1,3,0,1,0,1
14,17,10,8,6,9,2,4,3,4,1,3,0,1,0,1,1
17,10,8,6,9,2,4,3,4,1,3,0,1,0,1,1,2
10,8,6,9,2,4,3,4,1,3,0,1,0,1,1,2,0
8,6,9,2,4,3,4,1,3,0,1,0,1,1,2,0,0
6,9,2,4,3,4,1,3,0,1,0,1,1,2,0,0,1
9,2,4,3,4,1,3,0,1,0,1,1,2,0,0,1,0
2,4,3,4,1,3,0,1,0,1,1,2,0,0,1,0,0
4,3,4,1,3,0,1,0,1,1,2,0,0,1,0,0,0
3,4,1,3,0,1,0,1,1,2,0,0,1,0,0,0,0
4,1,3,0,1,0,1,1,2,0,0,1,0,0,0,0,0
1,3,0,1,0,1,1,2,0,0,1,0,0,0,0,0,1
3,0,1,0,1,1,2,0,0,1,0,0,0,0,0,1,0
0,1,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0
1,0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0
0,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2
0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1
1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1
0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,3
0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,3,0
0,0,0,1,0,0,0,0,0,0,1,2,1,1,3,0,0
0,0,1,0,0,0,0,0,0,1,2,1,1,3,0,0,0
0,1,0,0,0,0,0,0,1,2,1,1,3,0,0,0,0
1,0,0,0,0,0,0,1,2,1,1,3,0,0,0,0,0
0,0,0,0,0,0,1,2,1,1,3,0,0,0,0,0,0
0,0,0,0,0,1,2,1,1,3,0,0,0,0,0,0,0
0,0,0,0,1,2,1,1,3,0,0,0,0,0,0,0,0
0,0,0,1,2,1,1,3,0,0,0,0,0,0,0,0,2
0,0,1,2,1,1,3,0,0,0,0,0,0,0,0,2,0
0,1,2,1,1,3,0,0,0,0,0,0,0,0,2,0,0
1,2,1,1,3,0,0,0,0,0,0,0,0,2,0,0,0
2,1,1,3,0,0,0,0,0,0,0,0,2,0,0,0,1
1,1,3,0,0,0,0,0,0,0,0,2,0,0,0,1,3
1,3,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0
3,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0
0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,2
0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,2,0
0,0,0,0,0,0,2,0,0,0,1,3,0,0,2,0,0
0,0,0,0,0,2,0,0,0,1,3,0,0,2,0,0,2
0,0,0,0,2,0,0,0,1,3,0,0,2,0,0,2,2
0,0,0,2,0,0,0,1,3,0,0,2,0,0,2,2,2
0,0,2,0,0,0,1,3,0,0,2,0,0,2,2,2,3
0,2,0,0,0,1,3,0,0,2,0,0,2,2,2,3,5
2,0,0,0,1,3,0,0,2,0,0,2,2,2,3,5,6
0,0,0,1,3,0,0,2,0,0,2,2,2,3,5,6,11
0,0,1,3,0,0,2,0,0,2,2,2,3,5,6,11,13
0,1,3,0,0,2,0,0,2,2,2,3,5,6,11,13,16
1,3,0,0,2,0,0,2,2,2,3,5,6,11,13,16,21
3,0,0,2,0,0,2,2,2,3,5,6,11,13,16,21,25
0,0,2,0,0,2,2,2,3,5,6,11,13,16,21,25,27
0,2,0,0,2,2,2,3,5,6,11,13,16,21,25,27,29
2,0,0,2,2,2,3,5,6,11,13,16,21,25,27,29,34
0,0,2,2,2,3,5,6,11,13,16,21,25,27,29,34,40
0,2,2,2,3,5,6,11,13,16,21,25,27,29,34,40,37
2,2,2,3,5,6,11,13,16,21,25,27,29,34,40,37,48
2,2,3,5,6,11,13,16,21,25,27,29,34,40,37,48,47
2,3,5,6,11,13,16,21,25,27,29,34,40,37,48,47,52
3,5,6,11,13,16,21,25,27,29,34,40,37,48,47,52,46
5,6,11,13,16,21,25,27,29,34,40,37,48,47,52,46,66
6,11,13,16,21,25,27,29,34,40,37,48,47,52,46,66,62
11,13,16,21,25,27,29,34,40,37,48,47,52,46,66,62,62
13,16,21,25,27,29,34,40,37,48,47,52,46,66,62,62,60
16,21,25,27,29,34,40,37,48,47,52,46,66,62,62,60,71
21,25,27,29,34,40,37,48,47,52,46,66,62,62,60,71,63
25,27,29,34,40,37,48,47,52,46,66,62,62,60,71,63,59
27,29,34,40,37,48,47,52,46,66,62,62,60,71,63,59,62
29,34,40,37,48,47,52,46,66,62,62,60,71,63,59,62,48
34,40,37,48,47,52,46,66,62,62,60,71,63,59,62,48,50
40,37,48,47,52,46,66,62,62,60,71,63,59,62,48,50,45
37,48,47,52,46,66,62,62,60,71,63,59,62,48,50,45,39
48,47,52,46,66,62,62,60,71,63,59,62,48,50,45,39,38
47,52,46,66,62,62,60,71,63,59,62,48,50,45,39,38,31
52,46,66,62,62,60,71,63,59,62,48,50,45,39,38,31,33
46,66,62,62,60,71,63,59,62,48,50,45,39,38,31,33,30
66,62,62,60,71,63,59,62,48,50,45,39,38,31,33,30,25
62,62,60,71,63,59,62,48,50,45,39,38,31,33,30,25,20
62,60,71,63,59,62,48,50,45,39,38,31,33,30,25,20,16
60,71,63,59,62,48,50,45,39,38,31,33,30,25,20,16,15
71,63,59,62,48,50,45,39,38,31,33,30,25,20,16,15,8
63,59,62,48,50,45,39,38,31,33,30,25,20,16,15,8,8
59,62,48,50,45,39,38,31,33,30,25,20,16,15,8,8,6
62,48,50,45,39,38,31,33,30,25,20,16,15,8,8,6,5
48,50,45,39,38,31,33,30,25,20,16,15,8,8,6,5,8
50,45,39,38,31,33,30,25,20,16,15,8,8,6,5,8,2
45,39,38,31,33,30,25,20,16,15,8,8,6,5,8,2,5
39,38,31,33,30,25,20,16,15,8,8,6,5,8,2,5,3
38,31,33,30,25,20,16,15,8,8,6,5,8,2,5,3,3
31,33,30,25,20,16,15,8,8,6,5,8,2,5,3,3,2
33,30,25,20,16,15,8,8,6,5,8,2,5,3,3,2,3
30,25,20,16,15,8,8,6,5,8,2,5,3,3,2,3,0
25,20,16,15,8,8,6,5,8,2,5,3,3,2,3,0,1
20,16,15,8,8,6,5,8,2,5,3,3,2,3,0,1,0
16,15,8,8,6,5,8,2,5,3,3,2,3,0,1,0,1
15,8,8,6,5,8,2,5,3,3,2,3,0,1,0,1,1
8,8,6,5,8,2,5,3,3,2,3,0,1,0,1,1,2
8,6,5,8,2,5,3,3,2,3,0,1,0,1,1,2,0
6,5,8,2,5,3,3,2,3,0,1,0,1,1,2,0,1
5,8,2,5,3,3,2,3,0,1,0,1,1,2,0,1,0
8,2,5,3,3,2,3,0,1,0,1,1,2,0,1,0,0
2,5,3,3,2,3,0,1,0,1,1,2,0,1,0,0,0
5,3,3,2,3,0,1,0,1,1,2,0,1,0,0,0,0
3,3,2,3,0,1,0,1,1,2,0,1,0,0,0,0,0
3,2,3,0,1,0,1,1,2,0,1,0,0,0,0,0,0
2,3,0,1,0,1,1,2,0,1,0,0,0,0,0,0,1
3,0,1,0,1,1,2,0,1,0,0,0,0,0,0,1,0
0,1,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0
1,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0
0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2
0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1
0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0
0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,2
0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,2,3
0,0,0,0,0,0,2,0,0,0,1,2,1,0,2,3,3
0,0,0,0,0,2,0,0,0,1,2,1,0,2,3,3,4
0,0,0,0,2,0,0,0,1,2,1,0,2,3,3,4,7
0,0,0,2,0,0,0,1,2,1,0,2,3,3,4,7,8
0,0,2,0,0,0,1,2,1,0,2,3,3,4,7,8,16
0,2,0,0,0,1,2,1,0,2,3,3,4,7,8,16,14
2,0,0,0,1,2,1,0,2,3,3,4,7,8,16,14,28
0,0,0,1,2,1,0,2,3,3,4,7,8,16,14,28,25
0,0,1,2,1,0,2,3,3,4,7,8,16,14,28,25,38
0,1,2,1,0,2,3,3,4,7,8,16,14,28,25,38,37
1,2,1,0,2,3,3,4,7,8,16,14,28,25,38,37,44
2,1,0,2,3,3,4,7,8,16,14,28,25,38,37,44,42
1,0,2,3,3,4,7,8,16,14,28,25,38,37,44,42,59
0,2,3,3,4,7,8,16,14,28,25,38,37,44,42,59,49
2,3,3,4,7,8,16,14,28,25,38,37,44,42,59,49,69
3,3,4,7,8,16,14,28,25,38,37,44,42,59,49,69,61
3,4,7,8,16,14,28,25,38,37,44,42,59,49,69,61,71
4,7,8,16,14,28,25,38,37,44,42,59,49,69,61,71,78
7,8,16,14,28,25,38,37,44,42,59,49,69,61,71,78,84
8,16,14,28,25,38,37,44,42,59,49,69,61,71,78,84,84
16,14,28,25,38,37,44,42,59,49,69,61,71,78,84,84,89
14,28,25,38,37,44,42,59,49,69,61,71,78,84,84,89,92
28,25,38,37,44,42,59,49,69,61,71,78,84,84,89,92,94
25,38,37,44,42,59,49,69,61,71,78,84,84,89,92,94,84
38,37,44,42,59,49,69,61,71,78,84,84,89,92,94,84,87
37,44,42,59,49,69,61,71,78,84,84,89,92,94,84,87,77
44,42,59,49,69,61,71,78,84,84,89,92,94,84,87,77,82
42,59,49,69,61,71,78,84,84,89,92,94,84,87,77,82,66
59,49,69,61,71,78,84,84,89,92,94,84,87,77,82,66,63
49,69,61,71,78,84,84,89,92,94,84,87,77,82,66,63,53
69,61,71,78,84,84,89,92,94,84,87,77,82,66,63,53,58
61,71,78,84,84,89,92,94,84,87,77,82,66,63,53,58,44
71,78,84,84,89,92,94,84,87,77,82,66,63,53,58,44,44
78,84,84,89,92,94,84,87,77,82,66,63,53,58,44,44,40
84,84,89,92,94,84,87,77,82,66,63,53,58,44,44,40,32
84,89,92,94,84,87,77,82,66,63,53,58,44,44,40,32,31
89,92,94,84,87,77,82,66,63,53,58,44,44,40,32,31,23
92,94,84,87,77,82,66,63,53,58,44,44,40,32,31,23,19
94,84,87,77,82,66,63,53,58,44,44,40,32,31,23,19,15
84,87,77,82,66,63,53,58,44,44,40,32,31,23,19,15,8
87,77,82,66,63,53,58,44,44,40,32,31,23,19,15,8,8
77,82,66,63,53,58,44,44,40,32,31,23,19,15,8,8,6
82,66,63,53,58,44,44,40,32,31,23,19,15,8,8,6,10
66,63,53,58,44,44,40,32,31,23,19,15,8,8,6,10,10
63,53,58,44,44,40,32,31,23,19,15,8,8,6,10,10,7
53,58,44,44,40,32,31,23,19,15,8,8,6,10,10,7,7
58,44,44,40,32,31,23,19,15,8,8,6,10,10,7,7,4
44,44,40,32,31,23,19,15,8,8,6,10,10,7,7,4,5
44,40,32,31,23,19,15,8,8,6,10,10,7,7,4,5,2
40,32,31,23,19,15,8,8,6,10,10,7,7,4,5,2,5
32,31,23,19,15,8,8,6,10,10,7,7,4,5,2,5,0
31,23,19,15,8,8,6,10,10,7,7,4,5,2,5,0,2
23,19,15,8,8,6,10,10,7,7,4,5,2,5,0,2,1
19,15,8,8,6,10,10,7,7,4,5,2,5,0,2,1,1
15,8,8,6,10,10,7,7,4,5,2,5,0,2,1,1,0
8,8,6,10,10,7,7,4,5,2,5,0,2,1,1,0,1
8,6,10,10,7,7,4,5,2,5,0,2,1,1,0,1,1
6,10,10,7,7,4,5,2,5,0,2,1,1,0,1,1,2
10,10,7,7,4,5,2,5,0,2,1,1,0,1,1,2,0
10,7,7,4,5,2,5,0,2,1,1,0,1,1,2,0,1
7,7,4,5,2,5,0,2,1,1,0,1,1,2,0,1,0
7,4,5,2,5,0,2,1,1,0,1,1,2,0,1,0,0
4,5,2,5,0,2,1,1,0,1,1,2,0,1,0,0,0
5,2,5,0,2,1,1,0,1,1,2,0,1,0,0,0,0
2,5,0,2,1,1,0,1,1,2,0,1,0,0,0,0,0
5,0,2,1,1,0,1,1,2,0,1,0,0,0,0,0,0
0,2,1,1,0,1,1,2,0,1,0,0,0,0,0,0,1
2,1,1,0,1,1,2,0,1,0,0,0,0,0,0,1,0
1,1,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0
1,0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0
0,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2
0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0
0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0
0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0
0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1
0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1,2
0,0,0,0,0,2,0,0,0,1,2,0,0,0,1,2,0
0,0,0,0,2,0,0,0,1,2,0,0,0,1,2,0,0
0,0,0,2,0,0,0,1,2,0,0,0,1,2,0,0,1
0,0,2,0,0,0,1,2,0,0,0,1,2,0,0,1,2
0,2,0,0,0,1,2,0,0,0,1,2,0,0,1,2,1
2,0,0,0,1,2,0,0,0,1,2,0,0,1,2,1,3
0,0,0,1,2,0,0,0,1,2,0,0,1,2,1,3,5
0,0,1,2,0,0,0,1,2,0,0,1,2,1,3,5,5
0,1,2,0,0,0,1,2,0,0,1,2,1,3,5,5,9
1,2,0,0,0,1,2,0,0,1,2,1,3,5,5,9,14
2,0,0,0,1,2,0,0,1,2,1,3,5,5,9,14,14
0,0,0,1,2,0,0,1,2,1,3,5,5,9,14,14,20
0,0,1,2,0,0,1,2,1,3,5,5,9,14,14,20,21
0,1,2,0,0,1,2,1,3,5,5,9,14,14,20,21,24
1,2,0,0,1,2,1,3,5,5,9,14,14,20,21,24,28
2,0,0,1,2,1,3,5,5,9,14,14,20,21,24,28,32
0,0,1,2,1,3,5,5,9,14,14,20,21,24,28,32,33
0,1,2,1,3,5,5,9,14,14,20,21,24,28,32,33,37
1,2,1,3,5,5,9,14,14,20,21,24,28,32,33,37,38
2,1,3,5,5,9,14,14,20,21,24,28,32,33,37,38,45
1,3,5,5,9,14,14,20,21,24,28,32,33,37,38,45,49
3,5,5,9,14,14,20,21,24,28,32,33,37,38,45,49,48
5,5,9,14,14,20,21,24,28,32,33,37,38,45,49,48,51
5,9,14,14,20,21,24,28,32,33,37,38,45,49,48,51,57
9,14,14,20,21,24,28,32,33,37,38,45,49,48,51,57,59
14,14,20,21,24,28,32,33,37,38,45,49,48,51,57,59,61
14,20,21,24,28,32,33,37,38,45,49,48,51,57,59,61,59
20,21,24,28,32,33,37,38,45,49,48,51,57,59,61,59,53
21,24,28,32,33,37,38,45,49,48,51,57,59,61,59,53,57
24,28,32,33,37,38,45,49,48,51,57,59,61,59,53,57,51
28,32,33,37,38,45,49,48,51,57,59,61,59,53,57,51,49
32,33,37,38,45,49,48,51,57,59,61,59,53,57,51,49,47
33,37,38,45,49,48,51,57,59,61,59,53,57,51,49,47,39
37,38,45,49,48,51,57,59,61,59,53,57,51,49,47,39,37
38,45,49,48,51,57,59,61,59,53,57,51,49,47,39,37,36
45,49,48,51,57,59,61,59,53,57,51,49,47,39,37,36,31
49,48,51,57,59,61,59,53,57,51,49,47,39,37,36,31,27
48,51,57,59,61,59,53,57,51,49,47,39,37,36,31,27,26
51,57,59,61,59,53,57,51,49,47,39,37,36,31,27,26,21
57,59,61,59,53,57,51,49,47,39,37,36,31,27,26,21,20
59,61,59,53,57,51,49,47,39,37,36,31,27,26,21,20,16
61,59,53,57,51,49,47,39,37,36,31,27,26,21,20,16,11
59,53,57,51,49,47,39,37,36,31,27,26,21,20,16,11,9
53,57,51,49,47,39,37,36,31,27,26,21,20,16,11,9,3
57,51,49,47,39,37,36,31,27,26,21,20,16,11,9,3,1
51,49,47,39,37,36,31,27,26,21,20,16,11,9,3,1,1
49,47,39,37,36,31,27,26,21,20,16,11,9,3,1,1,1
47,39,37,36,31,27,26,21,20,16,11,9,3,1,1,1,0
39,37,36,31,27,26,21,20,16,11,9,3,1,1,1,0,0
37,36,31,27,26,21,20,16,11,9,3,1,1,1,0,0,0
36,31,27,26,21,20,16,11,9,3,1,1,1,0,0,0,0
31,27,26,21,20,16,11,9,3,1,1,1,0,0,0,0,0
27,26,21,20,16,11,9,3,1,1,1,0,0,0,0,0,0
26,21,20,16,11,9,3,1,1,1,0,0,0,0,0,0,0
21,20,16,11,9,3,1,1,1,0,0,0,0,0,0,0,0
20,16,11,9,3,1,1,1,0,0,0,0,0,0,0,0,0
16,11,9,3,1,1,1,0,0,0,0,0,0,0,0,0,0
11,9,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
9,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
